AQP4	GAD1	NEUROD2	NEUROD2_GAD1	PAX6	PAX6_AQP4	PAX6_GAD1	PAX6_NEUROD2	PAX6_NEUROD2_GAD1	PDGFRA	PDGFRA_GAD1	PDGFRA_NEUROD2	PTPRC	PTPRC_NEUROD2
ADGRG7	0	1	8	7	1	0	0	1	0	0	0	0	0	1
ADGRL1	198	2036	22112	4687	3072	538	128	6842	437	1086	397	1085	343	612
ADGRL2	3	152	5666	289	1646	3	115	1658	60	78	67	342	11	28
ADGRL3	166	1597	10756	3687	546	301	26	1904	124	646	313	1090	101	379
ADGRL3-AS1	0	14	200	146	22	0	13	88	0	19	1	10	1	0
ADGRL4	0	105	29	21	8	0	0	79	0	9	0	0	0	0
ADGRV1	112	353	4561	347	4796	353	29	3728	77	325	51	296	93	115
ADH1A	0	0	10	0	1	0	0	0	0	0	0	0	0	0
ADH1B	0	0	18	0	0	0	0	10	0	0	0	0	0	0
ADH1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH4	1	1	63	9	21	0	0	43	53	0	0	10	0	0
ADH5	204	2028	17317	1487	6956	1288	381	6501	277	1044	119	502	615	185
ADH6	0	35	245	14	240	88	0	57	0	0	0	0	0	0
ADH7	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ADHFE1	325	202	859	100	664	217	1	507	1	88	27	31	2	2
ADI1	611	1614	9058	1010	3238	1118	92	3370	46	961	568	282	945	206
ADIG	0	0	1	0	1	0	0	1	0	0	0	0	0	0
ADIPOQ	0	0	34	2	31	0	0	10	0	1	0	1	0	1
ADIPOQ-AS1	0	0	47	0	1	0	0	0	0	0	0	1	0	0
ADIPOR1	50	902	6514	1359	2864	393	115	2110	168	461	147	465	357	342
ADIPOR2	121	350	3662	462	1066	209	246	1389	26	162	5	53	275	165
ADIRF	187	77	79	19	104	1325	0	39	1	4	6	25	1	2
ADK	315	694	4172	543	4382	523	171	2368	176	354	120	146	263	117
ADM	51	761	538	92	464	73	411	89	6	374	462	7	214	32
ADM2	0	2	189	7	59	0	0	118	1	0	0	0	0	0
ADM5	0	9	473	184	34	0	1	84	0	57	0	51	0	0
ADNP	325	1619	16272	3229	4471	280	68	6387	217	730	134	980	355	724
ADNP-AS1	0	100	778	6	141	0	0	127	1	90	0	15	2	0
ADNP2	67	447	3834	506	1422	41	130	1390	10	469	71	101	132	4
ADO	52	214	4283	894	433	20	3	1054	76	173	56	277	59	33
ADORA1	1	2	148	123	80	0	154	49	0	16	24	0	0	3
ADORA2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A-AS1	0	3	314	3	74	0	0	80	0	0	0	0	0	0
ADORA2B	795	438	458	120	1388	863	16	469	0	436	90	4	1	4
ADORA3	3	104	225	48	97	1	1	4	2	2	0	2	1882	560
ADPGK	109	792	2967	667	1463	166	76	1793	74	542	61	53	603	147
ADPGK-AS1	0	108	58	0	0	0	0	1	0	0	0	0	0	22
ADPRH	71	0	69	102	77	0	0	58	1	1	0	0	252	1
ADPRHL1	1	0	211	19	83	0	0	28	8	0	12	32	1	1
ADPRHL2	357	2054	11363	1195	3687	591	92	4256	22	622	178	347	276	186
ADPRM	3	304	4050	296	1318	26	122	903	271	55	15	25	6	65
ADRA1A	0	0	57	49	6	0	0	21	2	1	1	1	0	1
ADRA1B	0	1	78	57	138	0	0	1	0	4	0	9	0	0
ADRA1D	0	121	7	67	0	1	0	1	0	0	0	0	0	0
ADRA2A	105	382	14708	2246	959	15	25	2901	137	418	164	800	94	140
ADRA2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2C	0	2	266	2	4	37	0	132	0	0	0	8	0	0
ADRB1	0	45	88	75	0	173	0	23	0	32	0	0	0	86
ADRB2	1	59	335	16	182	15	0	107	0	1	3	1	1511	1
ADRB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRBK1	53	992	10276	1908	1838	360	67	3200	112	532	64	511	1356	442
ADRBK2	217	1613	7996	2968	968	54	20	2614	18	457	231	384	371	187
ADRM1	458	2924	30866	2817	10132	750	329	8420	150	1834	426	1084	878	504
ADSL	3	774	9934	584	3847	472	233	4400	268	521	207	230	193	232
ADSS	99	647	5840	817	1485	40	34	1291	55	48	34	135	100	174
ADSSL1	1	1	27	2	2	0	0	189	0	5	0	0	70	21
ADTRP	0	1	171	34	1	0	0	1	1	1	15	0	1	0
AEBP1	47	16	894	317	377	58	11	300	0	93	2	61	58	4
AEBP2	11	405	2872	549	1167	198	34	1036	3	77	55	268	61	3
AEN	42	5	834	70	398	3	0	404	0	35	30	31	6	12
AES	382	4525	32934	6308	5365	805	488	10389	403	1743	201	1710	579	620
AFAP1	189	1472	10562	2673	1234	36	65	2468	23	643	14	412	159	277
AFAP1-AS1	0	1	57	0	1	0	0	0	0	0	0	0	6	0
AFAP1L1	23	23	40	2	41	1	60	0	0	2	0	0	0	0
AFAP1L2	6	264	234	113	12	1	0	17	3	430	24	98	1	0
AFF1	1	347	1071	353	601	248	1	581	0	254	1	36	518	49
AFF2	13	285	3333	1078	797	41	2	1595	111	150	5	193	7	9
AFF3	133	1737	37363	4644	2289	312	57	7692	366	518	30	1151	167	274
AFF4	234	1913	13120	1746	2334	359	195	4549	167	576	144	743	365	277
AFG3L1P	115	414	4412	700	1608	67	240	1475	10	204	16	208	299	6
AFG3L2	421	844	6563	1006	1875	256	59	2286	180	402	167	1098	83	3
AFM	0	0	11	6	0	0	0	10	0	0	0	0	0	0
AFMID	4	81	1575	200	1138	12	5	760	0	55	38	63	4	4
AFP	0	0	0	18	0	37	0	0	0	0	0	0	14	0
AFTPH	119	904	6478	1285	1489	124	59	2163	63	637	67	347	271	146
AGA	57	259	1394	142	1567	492	7	847	1	21	29	82	351	153
AGAP1	181	1762	13474	2465	1201	154	81	4354	238	969	101	876	99	152
AGAP1-IT1	0	0	2	34	0	0	0	40	0	0	0	1	0	0
AGAP11	0	5	196	47	196	241	0	24	0	21	9	5	7	0
AGAP2	44	382	2876	830	84	104	56	421	47	53	3	176	269	32
AGAP2-AS1	0	24	736	30	147	39	0	195	4	12	0	13	10	1
AGAP3	537	1543	13669	3429	2540	60	56	5126	327	616	219	860	167	227
AGAP4	2	55	981	138	177	63	0	490	119	30	4	15	6	0
AGAP5	2	302	1399	394	278	3	20	606	1	79	24	53	115	11
AGAP6	30	276	5043	1174	1166	172	1	1647	6	267	32	293	33	3
AGAP7P	3	32	182	109	40	4	2	79	16	5	0	24	6	1
AGAP9	0	0	59	4	5	0	0	4	1	4	0	0	2	0
AGBL1	0	0	14	0	0	0	7	0	0	0	0	0	0	0
AGBL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL2	0	2	189	49	1	0	53	247	0	14	0	15	31	0
AGBL3	23	14	352	3	113	1	108	97	0	22	20	39	7	0
AGBL4	1	3	57	23	416	1	0	116	0	0	0	1	0	0
AGBL4-IT1	0	1	1	1	0	0	0	8	0	0	12	0	0	0
AGBL5	30	280	2628	318	638	131	33	885	15	503	0	32	58	50
AGBL5-AS1	0	0	9	0	16	0	0	0	0	0	0	0	0	130
AGER	13	8	1285	328	424	10	0	365	9	63	0	8	3	20
AGFG1	54	1044	4093	1840	1696	172	57	1981	90	528	428	567	130	25
AGFG2	2	153	648	76	12	12	5	137	127	20	0	3	1	2
AGGF1	90	2638	10052	2222	3691	776	84	3849	78	420	275	319	399	271
AGK	251	592	4478	744	1250	134	58	1847	13	90	91	172	113	113
AGL	76	817	4538	1279	1231	122	17	1701	248	150	44	205	186	17
AGMAT	0	9	426	95	48	3	7	226	42	148	0	5	158	5
AGMO	2	10	47	12	12	1	0	20	0	3	3	5	2	0
AGO1	1	438	4137	946	1752	70	8	2200	30	194	12	88	76	58
AGO2	25	598	3146	1196	658	33	9	858	3	93	0	487	5	179
AGO3	98	217	1923	177	959	8	26	634	0	89	2	11	68	120
AGO4	68	913	5999	1348	1166	54	9	2340	246	472	31	212	375	176
AGPAT1	68	752	6580	817	1214	201	66	1619	64	497	119	197	64	133
AGPAT2	0	1	575	78	163	0	0	108	0	0	18	23	189	1
AGPAT3	80	1182	6856	1790	570	181	1	2393	127	571	160	466	351	490
AGPAT4	132	951	9484	2898	1437	61	61	2172	42	551	193	584	96	192
AGPAT4-IT1	96	825	7477	1690	1483	8	162	2158	84	216	1	716	12	311
AGPAT5	115	771	11330	2231	3249	257	26	4162	375	479	324	442	95	352
AGPAT6	306	1417	12446	2397	2575	187	58	3756	186	353	162	560	458	251
AGPAT9	0	0	21	23	3	0	0	0	0	0	0	12	0	1
AGPS	139	412	4459	422	634	79	123	1327	14	267	118	124	122	132
AGR2	0	0	13	2	0	0	0	2	0	9	0	0	1	22
AGR3	0	1	0	0	0	0	0	3	0	0	0	0	0	0
AGRN	73	267	2437	641	622	80	10	939	55	193	11	190	14	34
AGRP	0	0	32	1	0	1	1	0	0	0	0	0	0	0
AGT	1339	472	350	79	1009	4538	4	481	1	83	2	46	95	3
AGTPBP1	56	1645	11225	2687	1344	118	16	3013	136	281	246	541	87	378
AGTR1	0	0	4	0	0	0	0	0	0	0	0	0	0	0
AGTR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	74	200	701	213	1267	297	67	681	101	18	78	107	657	2
AGXT	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AGXT2	0	0	10	0	0	0	0	3	0	0	0	0	0	0
AHCTF1	29	407	3647	546	775	129	10	1339	30	89	11	220	209	20
AHCTF1P1	0	1	390	188	2	1	1	121	0	4	0	27	0	0
AHCY	51	730	9849	658	3823	217	130	3578	227	688	261	276	461	80
AHCYL1	248	2001	11065	1832	2746	569	195	3684	170	674	63	509	931	754
AHCYL2	83	180	1405	219	419	176	9	692	2	461	49	195	56	122
AHDC1	190	239	4106	766	473	236	2	1111	21	68	6	231	139	56
AHI1	563	1274	15044	2814	9715	1286	218	9264	417	2308	138	657	575	236
AHNAK	0	0	80	97	18	51	0	84	2	2	3	41	0	0
AHNAK2	59	388	3886	1203	157	6	96	852	21	218	20	76	138	41
AHR	0	33	487	122	128	4	5	218	2	130	6	80	1	47
AHRR	0	41	61	17	19	0	0	40	0	35	0	0	1	0
AHSA1	847	2114	18665	1986	5867	950	339	5127	307	1327	326	732	455	443
AHSA2	25	188	3492	596	711	166	23	557	29	214	58	177	92	16
AHSG	0	1	3	0	3	0	0	1	0	0	0	0	0	0
AHSP	10	94	618	219	162	20	278	88	7	92	464	55	348	8
AICDA	2	33	116	19	34	0	0	13	1	2	0	2	1	2
AIDA	113	555	6504	1274	1162	163	35	1514	78	517	77	391	215	122
AIF1	301	266	4483	990	712	22	8	540	4	28	9	69	20613	5290
AIF1L	963	792	6064	687	5335	2035	188	3734	61	799	73	269	17	18
AIFM1	57	884	3944	401	1272	135	19	1435	237	61	43	113	299	81
AIFM2	21	168	1072	253	294	223	0	301	0	60	2	19	25	0
AIFM3	46	208	157	5	269	115	69	223	0	1	0	13	0	1
AIG1	484	764	10685	1276	3208	1117	127	2543	4	807	179	480	846	182
AIM1	1	226	341	215	5	0	4	27	75	0	0	0	253	4
AIM1L	0	62	17	2	47	0	0	7	0	0	0	0	1	0
AIM2	18	432	1780	264	70	7	1	677	32	75	17	20	2	96
AIMP1	241	1549	13482	1756	4198	584	129	3880	78	734	359	232	421	102
AIMP2	1	9	314	10	97	6	1	201	0	9	1	1	3	0
AIP	349	1511	13411	1599	3145	169	10	3891	8	384	302	364	242	444
AIPL1	0	1	129	2	5	1	0	7	0	0	0	0	1	0
AIRE	0	1	3	0	2	0	0	1	0	0	0	4	1	0
AIRN	0	0	1	0	0	0	0	3	0	0	0	0	0	0
AJAP1	2	212	714	763	2	1	0	218	24	18	0	233	62	287
AJUBA	6	2	410	3	590	209	1	526	2	0	0	2	0	0
AK1	469	5028	46771	4739	9807	1422	222	10809	428	1222	420	945	611	1229
AK2	254	1342	10832	738	7658	531	277	4802	278	945	132	390	1332	417
AK3	206	1823	15344	2744	4401	615	238	7064	145	1069	94	352	398	43
AK4	312	281	3223	843	2591	1141	143	1328	15	256	67	235	24	6
AK5	22	22	1082	100	100	19	2	228	0	18	1	21	9	4
AK6	810	1642	13131	1308	5779	725	267	5075	87	643	91	110	665	10
AK7	0	56	9	20	0	0	0	249	0	1	0	0	0	1
AK8	1	2	152	34	103	0	0	11	67	0	0	1	0	0
AK9	82	636	5908	1078	1326	73	135	2538	76	430	6	103	570	194
AKAP1	94	592	4257	1180	915	254	147	1147	0	126	0	191	250	68
AKAP10	155	325	3267	715	610	106	90	708	44	216	43	138	210	48
AKAP11	285	1307	14693	2269	2641	370	64	3873	198	915	197	865	418	302
AKAP12	731	1296	16921	2503	6260	869	156	6697	161	810	251	360	506	533
AKAP13	106	1252	15956	1708	3121	520	92	4266	196	729	205	536	1402	294
AKAP14	0	7	1742	45	207	15	22	518	3	10	11	8	19	0
AKAP17A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP3	0	0	12	0	33	0	0	5	0	0	0	0	0	0
AKAP4	0	0	0	0	0	0	0	36	0	0	0	0	0	0
AKAP5	5	2482	2050	1516	333	5	7	624	66	424	124	23	145	81
AKAP6	143	990	8215	1941	1122	170	38	1933	246	393	5	380	107	324
AKAP7	185	4409	8516	3741	1510	165	253	1952	125	797	232	533	184	261
AKAP8	25	1190	4807	952	1398	579	52	1908	226	357	94	317	139	266
AKAP8L	29	767	6364	891	834	171	71	1688	4	265	311	11	35	121
AKAP9	1822	25230	161193	24215	20611	1834	1489	39445	2446	4706	1872	3706	2008	2270
AKIP1	230	1006	9886	858	2502	470	76	1820	214	420	73	457	238	71
AKIRIN1	934	2296	17278	1752	5532	943	404	7473	431	1516	236	529	383	520
AKIRIN2	102	3746	20667	2250	6910	580	192	5276	148	1291	272	621	433	494
AKNA	1	340	845	303	470	0	10	823	0	131	0	68	350	335
AKNAD1	6	382	1287	445	427	4	0	166	2	109	1	32	1	104
AKR1A1	546	3166	27781	2347	6872	804	303	7458	291	1493	374	733	2109	619
AKR1B1	867	3653	47690	3616	12908	1457	419	11666	596	2437	1175	1059	2726	816
AKR1B10	0	0	0	1	19	0	0	24	0	0	1	0	0	0
AKR1B15	0	0	37	0	0	0	0	0	0	0	0	0	0	0
AKR1C1	40	2500	17755	2068	1174	5	133	4218	78	486	208	375	248	66
AKR1C2	77	1573	9646	1457	562	92	57	2109	233	252	145	196	72	30
AKR1C3	0	87	178	0	455	0	0	32	0	4	1	0	0	0
AKR1C4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C6P	0	0	0	0	53	0	0	0	0	0	0	0	0	0
AKR1C8P	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKR1D1	1	14	71	56	25	3	0	29	4	5	0	1	0	2
AKR1E2	0	2	268	4	13	0	0	32	0	5	43	52	0	0
AKR7A2	437	917	12390	1278	7331	1243	469	5825	196	1720	83	636	868	198
AKR7A2P1	198	0	73	102	11	1	0	56	0	1	0	0	0	0
AKR7A3	0	12	286	66	2	249	30	65	0	31	44	1	0	0
AKR7L	0	15	510	21	6	0	0	54	4	1	0	0	0	0
AKT1	634	792	10687	2626	2600	260	116	4349	2	439	192	660	399	577
AKT1S1	133	274	2653	372	887	16	2	785	9	361	65	60	162	133
AKT2	173	371	3540	1270	809	141	98	1793	108	58	99	220	10	61
AKT3	178	631	18364	3192	3590	65	137	8533	125	730	95	513	296	97
AKTIP	70	961	3068	717	1059	411	14	591	4	331	38	73	79	81
ALAD	9	610	3433	372	556	107	19	262	164	94	176	14	122	115
ALAS1	104	957	12697	1454	2761	436	72	3099	103	415	357	376	425	309
ALAS2	6	117	866	245	403	10	512	89	3	18	6	214	530	2
ALB	0	3	34	125	8	1	0	9	0	0	0	0	0	2
ALCAM	332	717	4536	1760	809	1384	2	1141	5	922	486	862	30	13
ALDH16A1	3	165	1325	223	676	33	15	571	4	11	2	33	115	67
ALDH18A1	225	688	7124	884	2221	63	23	2446	57	520	124	217	99	254
ALDH1A1	0	1	101	60	13	0	0	51	0	3	0	1	0	1
ALDH1A2	0	0	16	7	71	0	0	35	0	0	0	25	46	2
ALDH1A3	0	0	7	1	0	0	0	5	0	0	0	0	124	1
ALDH1B1	67	312	4099	303	663	152	21	659	2	154	94	81	13	47
ALDH1L1	11	34	21	11	62	44	2	21	0	8	1	0	0	1
ALDH1L1-AS1	0	0	15	4	0	0	0	112	0	0	0	0	0	0
ALDH1L1-AS2	0	0	33	1	0	166	0	58	0	0	0	0	0	1
ALDH1L2	0	530	1818	725	359	3	127	429	0	27	3	473	1	26
ALDH2	387	1721	17559	1584	3502	1181	286	5133	102	1194	311	739	849	445
ALDH3A1	0	0	140	0	68	0	0	1	0	0	0	0	0	0
ALDH3A2	194	1684	8230	745	3111	502	60	2149	191	380	56	137	91	223
ALDH3B1	1	1	197	1	13	1	0	34	0	0	0	0	320	38
ALDH3B2	0	0	36	0	0	0	0	2	0	0	0	0	0	0
ALDH4A1	45	15	829	146	241	88	1	313	0	30	141	36	1	18
ALDH5A1	118	648	3595	1095	1077	72	7	1214	88	344	115	707	37	6
ALDH6A1	545	1112	3524	622	3923	1178	245	2793	87	763	336	155	359	60
ALDH7A1	412	1275	10739	1356	6435	1095	154	4871	116	591	172	748	181	60
ALDH8A1	47	156	515	462	64	0	12	216	18	1	0	0	0	1
ALDH9A1	669	1449	13469	1134	4653	1643	135	3679	152	1264	196	571	1221	53
ALDOA	2282	6587	57569	7919	22451	3488	1597	20315	951	5588	1426	1907	3693	1097
ALDOB	0	7	92	18	0	0	0	38	0	0	0	0	0	0
ALDOC	2590	1851	6074	659	4487	7622	56	3613	16	953	280	164	250	57
ALG1	2	25	403	19	81	17	30	36	1	28	8	3	2	27
ALG10	67	101	593	71	108	0	0	118	0	116	0	28	0	1
ALG10B	50	405	2403	271	594	44	59	742	139	133	53	53	55	49
ALG11	9	8	180	36	181	0	0	93	0	9	0	21	15	15
ALG12	10	349	2747	335	1173	170	2	981	75	521	39	168	161	116
ALG13	143	740	4759	1058	1591	427	63	1856	176	605	127	341	405	243
ALG14	103	615	4628	565	1071	129	3	630	2	205	171	79	5	1
ALG1L	1	1	5	1	48	0	0	4	0	0	5	0	0	0
ALG1L2	0	7	11	0	0	0	0	0	0	0	0	0	0	0
ALG1L9P	0	36	135	91	100	16	0	101	0	6	6	29	0	1
ALG2	38	444	2410	348	1001	29	53	913	167	130	20	19	112	19
ALG3	192	490	5387	536	2807	351	159	1850	20	63	108	285	307	11
ALG5	347	1871	11261	976	4089	551	178	3239	62	808	177	101	174	13
ALG6	122	495	3788	735	1201	88	187	1362	10	299	49	59	180	13
ALG8	214	682	5425	753	3609	76	125	1742	19	812	62	124	56	74
ALG9	18	824	7682	848	1733	81	121	1900	22	678	154	309	106	133
ALK	0	3	8	78	0	0	35	36	0	0	0	1	0	1
ALKBH1	16	145	1666	48	947	23	2	452	1	130	22	145	1	2
ALKBH2	324	1173	12462	975	3923	313	3	3579	272	997	243	313	133	185
ALKBH3	32	711	4031	296	1739	47	17	1016	2	463	101	86	108	7
ALKBH3-AS1	15	3	49	51	13	0	0	44	0	4	1	0	0	17
ALKBH4	112	861	6241	851	1619	344	119	1156	72	223	51	204	164	59
ALKBH5	98	617	5395	770	1731	388	100	1885	9	507	105	123	114	61
ALKBH6	45	765	3943	610	1068	186	48	873	1	431	86	278	408	135
ALKBH7	877	5202	51402	4115	9717	1832	340	14551	632	1361	526	943	1087	665
ALKBH8	2	200	2084	540	79	79	0	166	5	61	0	29	81	0
ALLC	0	0	8	12	0	0	0	49	0	0	0	0	0	0
ALMS1	71	261	4670	909	691	30	106	1442	114	236	151	284	91	226
ALMS1-IT1	0	3	43	21	33	0	7	76	0	1	0	12	0	0
ALMS1P	7	124	126	102	13	0	0	50	2	25	38	0	90	1
ALOX12	0	22	130	23	0	0	0	11	1	24	0	8	0	0
ALOX12-AS1	2	61	234	1	40	0	0	83	0	7	0	39	1	22
ALOX12B	0	0	57	29	1	0	0	53	0	1	0	0	0	0
ALOX12P2	0	1	44	2	3	0	0	78	0	30	0	0	0	4
ALOX15	0	0	4	0	29	1	0	1	0	1	0	0	0	0
ALOX15B	0	3	2	0	4	0	0	9	0	0	0	0	1	49
ALOX15P1	0	1	0	0	0	0	0	13	0	2	0	1	0	0
ALOX5	0	6	71	77	22	2	1	7	1	1	0	1	521	99
ALOX5AP	40	27	727	257	21	0	0	112	0	5	2	11	4518	688
ALOXE3	0	0	188	22	49	0	0	16	0	1	0	2	0	0
ALPI	0	1	0	0	22	0	0	0	0	0	0	0	0	0
ALPK1	0	97	2733	198	597	2	13	1084	1	40	3	41	228	4
ALPK2	19	16	22	0	0	0	0	0	0	0	0	0	30	5
ALPK3	0	6	266	16	163	1	8	314	2	107	0	0	22	0
ALPL	179	273	579	18	614	227	69	298	0	230	39	152	1	1
ALPP	0	1	4	2	1	0	0	5	0	0	0	0	0	0
ALPPL2	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ALS2	40	729	3380	1030	593	22	1	1267	89	230	5	160	91	28
ALS2CL	0	2	121	100	22	1	0	129	0	2	0	14	4	20
ALS2CR11	0	40	170	24	7	0	0	13	0	0	0	5	0	0
ALS2CR12	0	144	68	83	14	38	0	4	0	0	0	0	0	1
ALX1	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ALX3	1	0	1	9	0	0	0	0	0	0	0	0	0	0
ALX4	1	0	25	1	159	0	0	0	0	2	0	2	0	5
ALYREF	101	173	2229	288	724	78	24	1529	4	80	2	30	134	27
AMACR	0	0	5	0	0	0	0	0	0	0	0	0	0	0
AMBN	0	25	18	0	1465	0	259	21	1	0	0	0	0	1
AMBP	0	44	12	0	0	0	0	0	0	0	0	0	0	0
AMBRA1	16	106	1762	192	241	7	95	526	61	35	1	65	77	8
AMD1	137	1378	11786	916	2282	245	134	2455	243	593	254	391	359	180
AMDHD1	0	0	0	30	0	0	0	0	0	16	0	0	0	1
AMDHD2	1	174	690	120	154	57	104	284	0	7	46	18	538	58
AMELX	0	17	75	3	15	0	0	0	0	0	26	0	0	0
AMELY	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMER1	2	113	539	36	63	16	0	93	0	19	0	3	5	0
AMER2	909	6028	46666	6493	5289	791	635	12114	405	1060	635	1403	278	599
AMER3	3	434	4389	712	170	3	58	1283	16	28	6	126	56	239
AMFR	9	288	3762	368	768	43	29	1318	28	258	22	167	113	140
AMH	0	100	628	129	36	7	0	223	2	1	0	0	0	0
AMHR2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AMICA1	0	2	2	3	0	0	0	1	0	38	0	0	0	0
AMIGO1	0	93	143	3	5	0	1	38	0	1	0	0	2	0
AMIGO2	1	42	520	117	120	3	3	226	0	1	3	7	15	1
AMIGO3	0	47	897	190	91	94	0	296	0	0	0	6	0	31
AMMECR1	8	191	1351	406	583	33	21	342	0	251	14	130	89	3
AMMECR1L	80	211	2307	717	692	191	1	856	21	108	2	93	223	123
AMN	0	0	30	0	0	0	0	1	0	0	0	0	0	31
AMN1	85	1384	11213	986	1526	86	131	3201	192	594	322	378	302	121
AMOT	173	237	3262	373	317	449	1	500	1	12	0	44	131	61
AMOTL1	28	311	7153	942	1271	118	86	2558	7	233	42	197	205	30
AMOTL2	33	964	5538	769	1853	89	30	2570	218	375	140	379	84	108
AMPD1	0	0	26	1	0	0	0	0	0	0	0	0	0	0
AMPD2	267	596	6446	1879	922	89	48	1550	269	302	19	297	158	194
AMPD3	0	1	224	74	1	0	0	2	0	2	0	0	61	10
AMPH	7	453	5659	1630	721	144	18	1148	122	150	149	97	125	226
AMT	37	307	2444	685	425	160	60	1020	13	282	15	242	373	52
AMTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMY1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMY2A	0	0	9	0	1	0	0	1	0	0	0	0	0	0
AMY2B	8	191	1692	281	401	108	5	634	3	104	0	154	82	4
AMZ1	0	111	204	129	41	14	1	159	0	168	57	0	194	0
AMZ2	232	1625	11198	1618	3429	521	11	3077	146	640	161	387	402	116
AMZ2P1	530	3773	17807	2135	3391	453	337	3584	47	597	488	776	681	150
ANAPC1	42	258	2647	690	955	129	87	1210	4	243	14	135	211	13
ANAPC10	93	878	5082	572	2669	404	96	1606	262	452	151	30	390	162
ANAPC11	2387	10407	100093	11234	40606	3443	2060	37337	1558	7707	1038	3028	3326	1488
ANAPC13	264	2314	18616	2407	6714	791	260	5757	163	1348	161	570	159	99
ANAPC15	0	63	849	24	284	3	4	207	7	14	3	0	49	0
ANAPC16	574	3851	19437	1761	11668	1103	322	8959	506	1831	362	456	1156	110
ANAPC1P1	0	0	7	0	1	0	0	0	0	0	0	0	0	0
ANAPC2	2	5	232	27	25	37	9	51	0	5	1	10	14	5
ANAPC4	7	1195	3681	940	870	200	78	1809	16	294	69	162	62	249
ANAPC5	148	1573	19445	3325	4067	422	312	5036	76	1022	306	434	518	224
ANAPC7	178	862	9914	1483	2844	325	175	3443	84	430	130	290	227	31
ANG	21	86	166	168	692	0	137	121	0	74	11	0	218	89
ANGEL1	28	120	1659	490	243	4	0	807	5	120	3	43	65	5
ANGEL2	121	491	5093	1081	1987	141	41	1904	102	343	307	242	85	145
ANGPT1	160	24	131	15	164	202	0	393	0	24	0	1	0	29
ANGPT2	27	990	1106	625	896	2	78	577	6	60	22	25	0	3
ANGPT4	0	0	0	0	4	0	0	1	0	0	0	0	0	0
ANGPTL1	148	11	560	36	2007	569	73	997	3	64	1	0	0	5
ANGPTL2	24	269	810	108	645	9	1	353	72	573	190	233	16	2
ANGPTL3	0	0	204	0	26	0	0	5	0	0	0	0	0	25
ANGPTL4	1	9	227	65	392	221	0	216	0	61	1	1	6	0
ANGPTL5	0	0	21	2	0	0	0	0	0	0	0	0	44	0
ANGPTL6	0	50	180	9	30	0	0	54	0	0	0	1	0	0
ANGPTL7	0	0	0	30	5	0	0	9	0	0	0	0	0	0
ANHX	0	0	123	0	0	0	0	0	0	0	0	0	0	0
ANK1	1	25	1667	115	189	2	42	328	0	10	136	235	273	21
ANK2	1503	6806	63894	21634	7070	2223	910	13760	796	2075	390	4478	1729	1958
ANK3	670	7906	69505	16887	7201	1220	899	19679	918	2161	1055	3481	456	2251
ANKAR	40	122	1221	212	124	84	0	285	200	107	149	148	1	0
ANKDD1A	209	462	2320	589	846	150	5	575	60	17	6	133	2	78
ANKDD1B	0	57	45	1	1	0	0	1	0	0	0	0	11	1
ANKEF1	1	4	324	212	173	0	0	61	0	46	50	4	0	0
ANKFN1	0	128	87	7	84	394	0	44	0	4	52	1	1	0
ANKFY1	262	1222	6957	1037	1907	271	165	2578	126	240	146	306	357	158
ANKH	233	721	6431	1101	658	201	57	1658	346	344	29	807	405	69
ANKHD1	104	711	3000	474	1651	117	89	1434	4	303	15	267	160	251
ANKHD1-EIF4EBP3	0	0	16	0	5	0	0	1	0	0	0	0	17	0
ANKIB1	289	1650	12699	3085	1412	317	400	2807	96	602	220	872	669	263
ANKK1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ANKLE1	0	30	205	148	249	1	0	180	11	3	0	28	0	1
ANKLE2	194	590	7066	953	1839	226	15	2707	128	473	195	229	108	342
ANKMY1	0	2	344	32	28	0	0	183	0	0	0	1	0	1
ANKMY2	44	1933	9941	1433	1378	240	53	2235	3	256	151	170	92	183
ANKRA2	49	1879	8257	1674	2373	259	9	1761	54	433	97	295	155	192
ANKRD1	0	72	80	1	1	0	0	2	0	0	0	13	0	0
ANKRD10	518	5028	28401	4667	13523	728	385	11484	256	2322	331	1086	765	891
