Gene symbol	Astrocytes	Neuron	Oligodendrocyte Precursor Cell	Newly Formed Oligodendrocyte	Myelinating Oligodendrocytes	Microglia	Endothelial Cells	1NSC-wt	2NSC-het	3NSC-ko	4NSC-ko	5NSC-wt
CDCA3	3.229382	1.0803485	9.7896545	0.8701835	0.22824	1.1728215	3.742934	132.119	90.5173	40.5619	62.4571	110.547
WDR90	4.8145785	3.94374	2.931384	0.950287	0.505375	0.9828935	1.320983	7.68102	6.46044	2.67642	4.14999	7.50636
INCENP	4.739256	1.572575	5.0700835	1.402662	0.7015965	3.9267845	2.915422	54.5881	37.5343	18.5653	27.9077	44.0651
GPRIN1	0.5883065	28.5850605	4.9089145	1.2031775	1.538997	1.279766	0.27955	5.75623	6.14083	2.52039	3.52811	3.96245
CDCA2	1.973665	0.402575	2.4951405	0.2448395	0.1	0.2720285	0.824667	22.1072	14.4571	7.14633	11.1576	19.2273
RFX4	29.7900075	1.608009	7.4852785	1.2853215	0.3958555	0.158709	0.1	58.122	42.4946	15.1115	29.4966	43.1324
ADAM19	0.2095285	4.0604415	1.845842	3.378721	9.7779565	0.4251275	0.995995	14.6864	12.6908	5.87288	6.7511	10.2441
CDC25B	7.3998585	3.874271	4.413152	0.7087745	0.283072	1.208507	2.5685505	26.9504	17.7236	8.24861	12.4326	21.6002
TROAP	1.458021	0.3007405	2.2297645	0.2100345	0.1	0.359662	0.5708495	17.0919	11.0462	5.10303	8.36191	14.9596
FBXO5	2.7482095	1.5030065	2.8251945	0.7117685	0.177354	0.2224885	1.682016	20.8095	12.2241	5.77302	10.1745	16.4188
DCTPP1	4.865567	13.2058375	21.21913	12.0425345	9.754561	33.0081395	17.198162	117.42	98.094	40.3041	58.4595	117.465
HMGB2	22.6037565	3.21058	13.5693455	4.5815395	0.9710645	4.308916	20.78274	75.0467	54.1331	20.6103	34.5199	63.4619
ORC1	0.4577495	0.179196	0.699795	0.256442	0.1	0.1385595	1.003002	4.86272	3.01563	1.44343	2.10006	3.97919
LRR1	0.3441945	0.1686285	0.643719	0.1	0.1	0.1	0.3834375	4.74987	2.57612	1.37932	1.80104	3.10608
FANCA	1.4298915	0.361767	2.5378405	0.3562225	0.1	0.2454	0.415442	6.91349	5.04568	2.46626	3.83469	7.01644
MYB	1.386097	0.3763335	1.882378	0.49146	0.1	0.116071	0.108995	1.75501	1.05504	0.399633	0.997187	1.56207
MELK	1.107327	0.2148985	2.8335245	0.220448	0.1	0.3981805	1.6346585	27.2506	18.0268	8.87835	12.7056	21.8736
LARS2	4.17713	4.8653435	8.5517115	6.572856	6.9318225	3.224211	5.701119	50.5536	44.3824	20.0188	34.8208	73.3432
NUP205	7.015063	5.32297	9.7423575	6.6162575	1.879762	6.074623	5.265801	29.5097	20.8258	12.0335	14.507	26.298
DDX11	2.3067115	0.4566335	1.811923	0.2619835	0.11054	1.0337375	1.1913435	7.94127	5.44449	2.97612	3.96132	7.10441
CDC20	2.6211925	1.215806	10.5406285	1.262691	0.449284	1.332543	8.45355	115.72	88.8906	37.4108	60.8215	103.193
TPX2	3.6880455	0.904534	8.2433935	0.7597045	0.1696565	0.363378	3.0055465	76.3166	51.236	25.0574	35.6952	62.6764
IGF2BP3	2.7831305	0.8106295	0.5597085	0.170858	0.1	1.224599	0.7293205	18.7074	11.74	5.62099	8.17624	11.606
NEIL3	2.563948	0.299883	2.2013755	0.222244	0.1	0.1	1.5431825	10.9769	5.79955	2.97842	4.98395	7.224
RASEF	0.1	0.111152	0.1	0.1	0.1	0.1	0.1	1.23801	1.07434	0.470102	0.548384	0.758613
PASK	1.5587985	0.920532	1.899076	0.7972345	0.48664	0.3538545	0.6673125	5.56551	4.06584	1.67814	3.10773	4.81555
ESCO2	2.0744555	0.2268705	1.7736415	0.173988	0.1	0.1	0.5115735	18.5581	8.89475	5.02279	7.48227	11.561
CACNA1B	0.106387	15.6290285	2.2056425	0.704814	0.967886	0.156798	0.1	1.24184	1.32427	0.722166	0.745755	1.00161
CDT1	2.388409	1.754244	6.1511735	1.4436605	0.357232	19.3834925	2.234339	23.5281	17.8169	8.85897	12.56	20.2858
CENPN	1.7211735	0.7900025	4.982926	1.349067	1.076729	0.789483	2.796403	27.8196	18.077	9.45368	12.5293	21.8887
NCAPH	3.05852	1.2447175	4.9219875	0.774059	0.385164	7.3917605	29.9029395	54.4237	39.982	17.7756	27.3394	43.433
EZH2	10.461558	4.238022	9.078196	7.2271335	2.3244335	2.077991	7.590786	65.4884	44.0986	20.9238	30.8837	50.9453
CDC25A	3.4583775	3.68933	3.7866505	1.714371	0.9512215	3.8297465	5.48186	12.419	9.17312	4.67497	6.1622	10.3229
MUTYH	1.861794	0.690571	1.5827615	0.875611	0.4626475	0.7129245	0.80443	4.14586	2.70577	1.20385	2.51735	4.46316
TTLL4	6.767354	2.8550085	3.442425	2.008013	0.53145	2.06755	2.143774	7.57349	5.44571	3.35921	3.76279	6.81952
PPAT	2.8209495	2.7266915	3.4302815	1.4281915	1.0981855	1.518371	3.1544155	19.6878	12.2661	6.71538	8.88207	15.8721
MYBL2	0.897189	0.378934	1.656556	0.2821065	0.1	0.3134355	0.9686975	11.048	8.31572	3.50487	6.60137	10.8202
OTX1	20.0542655	1.5180235	1.1310955	0.135238	0.1	0.1040495	0.1	1.88261	1.60797	0.326354	0.936217	0.394184
ADAT3	1.2961195	2.577812	1.620665	1.7965785	1.450656	2.747686	2.2564375	2.84742	2.36465	1.51353	1.44338	2.63903
CEP72	1.091928	0.7889895	1.695407	1.3643735	1.799872	0.388157	1.2043675	3.8137	2.04832	1.0952	1.75476	3.16768
SPC24	1.1346485	0.6471325	4.489119	0.4271315	0.1	0.4953445	2.212313	29.1276	21.7359	9.81957	15.0751	22.5363
RCC1	7.723024	4.43746	8.8637425	6.122026	4.786513	7.7474525	5.719779	48.9596	34.9425	16.3986	26.0936	45.7635
EN1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	2.92493	6.19519	1.10806	2.89688	1.53895
NEK2	1.613628	1.0517035	2.6463175	0.362584	0.1	0.4336085	1.505672	25.4373	17.38	8.00626	12.932	21.476
GLCCI1	4.2515795	4.603932	7.850522	5.421742	1.839292	0.3398885	7.181611	7.93424	5.30598	3.32389	3.57669	5.07518
RPS6KA6	2.904906	4.9172985	5.365173	1.403593	0.103536	0.1	0.206091	12.1989	6.8395	3.89495	5.79576	8.51647
CENPK	0.972916	0.7421065	1.9889515	0.3084475	0.1665755	0.139558	0.8564065	17.7145	9.83163	4.83828	6.70232	10.0743
RFC4	2.5528155	2.055227	8.2213375	2.5994755	2.045434	1.277765	5.4988165	50.6911	34.5118	18.0164	23.0973	46.4991
VRK1	2.7809305	4.6314035	5.343161	2.235056	1.3617475	6.384418	3.8731435	20.0379	12.8136	6.42584	8.95193	17.5355
RTKN2	0.3992335	0.3131875	3.142688	9.7075815	6.381277	0.1	0.1786735	9.18012	6.57545	3.62895	4.25494	10.4996
H2AFX	10.6517375	17.1563175	30.771407	19.3666645	12.566003	11.355565	19.208453	160.064	124.492	55.3391	85.2599	143.459
ARHGAP11A	2.4780255	0.925919	3.873737	0.645416	0.515992	1.352907	1.5352565	37.8916	23.5076	12.9136	18.5011	32.9537
UBE2C	4.3626535	3.3634735	17.53832	1.618848	0.1751375	2.181585	10.6410395	218.412	161.128	69.4418	104.922	174.289
FOXM1	3.9267635	1.6698015	7.9037315	1.2620755	0.393598	1.474561	2.5289665	39.9717	27.4742	16.3344	21.151	38.377
POU3F1	0.315096	1.820803	15.575133	8.780546	10.193529	0.8310155	0.2714395	10.1521	11.2395	3.79005	6.57264	9.08794
NCAPG2	2.600259	1.545092	3.7547125	0.9894535	0.3475375	0.272863	1.3366175	16.8466	9.79975	6.1326	7.7655	13.2793
FIGNL1	1.4455875	0.2623125	2.84743	0.467288	0.141931	0.151653	0.520958	28.6437	18.0943	8.66322	14.233	23.6533
HCFC1	11.058445	18.630846	14.785523	13.441669	5.0614545	9.091961	8.6896235	37.4568	32.7025	19.5455	22.173	36.8803
GEN1	0.588365	0.2966385	0.4963335	0.1592225	0.1	0.1	0.269286	5.77587	3.14193	1.83538	2.58354	4.43645
SPSB4	5.4048945	3.06289	13.393538	3.403365	0.194928	0.1035835	0.1	49.908	41.6187	18.3129	26.3099	42.439
TIMELESS	1.5679405	4.5450455	3.631731	0.564913	0.1590565	0.3048475	4.374243	17.2421	12.8058	6.32473	9.38315	14.3334
POLD3	5.2526665	4.722233	5.4240305	1.493368	0.7090335	3.036689	7.2783735	21.0139	15.7103	7.65498	9.82351	18.1307
ZBTB12	1.177284	8.1567385	4.034154	2.4375065	1.9153055	2.095187	1.507599	14.7206	11.2663	5.95896	7.49983	13.8455
CDCA7L	1.4041455	1.6094245	3.023029	0.72763	0.117927	0.615163	3.3933155	16.9611	13.3775	5.36099	10.114	15.2094
PRIM1	3.02818	4.4484385	10.297972	1.725146	0.9836815	0.611029	4.2177175	39.3312	25.0448	12.4082	19.9448	30.0347
VWF	0.2091255	0.171548	0.83037	2.775326	0.2142935	0.2711655	36.249063	0.0848876	1.04595	0.33564	0.375964	0.31322
BAZ1A	2.5285175	0.5327555	0.924443	1.0729485	0.235232	5.549681	4.5234395	11.8693	8.75254	4.97727	5.73846	9.47003
TOPBP1	11.569621	3.2325815	9.1890585	4.33546	1.846684	0.9409695	7.0657345	47.1544	32.1319	18.0051	23.7935	41.1171
TAF5	2.1837995	2.4248405	1.883491	0.9068155	0.2416135	1.0592965	1.801334	6.07037	3.96875	2.21564	2.86387	4.77099
POLD2	7.1280095	9.5203985	21.5417135	12.3854305	10.5312885	5.2704405	10.911111	69.7276	54.5544	24.0985	36.0281	63.9958
CAMKK2	3.8695	9.8262845	7.493603	2.068237	2.799554	7.051892	4.135307	34.4456	25.9672	13.4205	16.9641	26.5826
RHOBTB1	0.240939	1.3473975	1.194682	0.2501035	0.1	3.7476655	16.024231	3.02661	2.28875	0.992661	1.53106	2.07582
ADAMTS6	9.0469685	1.0288945	3.4566435	1.5265155	0.174402	0.2449005	0.301167	2.08097	1.34581	0.788503	0.95116	1.94191
BRCA1	1.063977	0.3355035	1.6600965	6.3752565	1.388984	0.144524	0.5034875	10.1542	7.39397	3.99738	5.71681	9.30962
MCM4	10.1847595	3.379077	12.727249	3.511354	0.9149905	1.2864185	4.1972195	62.6876	42.2662	21.8971	32.215	55.4922
NUP43	2.0985775	3.2119465	2.241559	0.923108	0.905419	0.8802155	1.63872	27.9695	22.0871	11.266	15.1865	25.0382
KIF23	2.7103385	0.492513	3.944907	0.3624745	0.1	0.361942	5.131588	25.4179	18.3551	7.99833	12.9624	21.4439
POP1	1.9157195	0.9279635	1.677428	1.1667945	0.4132325	1.7011355	1.149789	14.2066	10.6466	5.65282	9.12662	9.22714
PSMC3IP	1.653098	1.9537125	2.381837	0.6780565	0.261797	0.5072925	8.302505	35.3637	26.6056	11.8274	18.8261	34.1327
NMRAL1	2.040427	5.799027	13.5090735	12.737074	46.921026	10.1667745	2.08093	21.9673	16.6695	8.78975	11.1093	21.4688
SMOC1	2.8437745	6.878439	51.318871	11.859819	0.344673	0.1843055	0.1	69.2604	68.1313	20.7925	35.8298	41.6977
ASF1B	0.5765565	0.373446	2.682483	0.2932665	0.1148795	2.0276085	1.4928475	27.9033	21.5363	10.1895	15.453	24.8941
KCNC1	1.2669585	12.77734	4.1288685	1.7317775	0.400089	0.259206	0.1	22.362	20.5631	9.988	14.0422	23.4527
PDZRN4	0.3855615	1.9181205	8.5682315	1.875042	0.1060405	0.1	0.1	16.5302	12.3276	7.0254	8.74898	7.4073
FAM72A	0.5786215	0.422781	0.443893	0.2291435	0.137656	2.806126	2.09766	7.91632	6.20021	3.50466	3.78966	7.45464
DNMT1	7.875444	10.0529445	12.5281605	4.588512	1.535974	3.5604705	5.227041	56.0147	47.8792	26.1519	31.9409	56.3483
TRA2B	27.6378515	30.455525	29.041163	25.8876185	8.2080335	9.109738	31.1353	68.8123	39.1498	25.4353	27.0207	36.9883
MEX3A	4.052067	19.927008	4.760951	1.999555	0.159734	1.6164275	5.063635	12.9996	9.93257	5.22027	6.83887	11.6939
RIF1	8.4741515	2.969739	6.380711	2.3122795	0.538485	0.377283	5.316545	8.98371	5.69773	3.5042	4.51884	7.66428
YY2	1.4848445	1.346357	1.4176065	0.627287	0.1171725	0.4789135	1.8468485	1.83887	1.31418	0.782042	0.861998	1.14346
FAM111A	0.685109	0.2125295	2.883827	0.192665	0.1	3.2636485	7.0107185	31.9078	20.0893	11.2969	15.0838	22.0698
CDK1	2.7271385	1.036006	6.100966	0.512688	0.1	2.3226005	18.18581	95.7019	68.7482	31.2406	50.0929	83.2767
BARD1	1.2066785	0.1916175	1.2190185	1.2396295	0.2402	0.1459545	0.3176455	4.52598	2.66522	1.75695	2.26377	3.81891
MXD3	1.404748	0.8273285	3.636717	0.4135205	0.1	0.4061165	2.3646385	23.4219	18.1831	8.50759	12.2625	17.1553
DTL	2.535004	0.8734185	3.0758535	0.4499555	0.1079495	0.177944	1.2955485	17.059	10.9831	6.12104	7.97299	12.9056
TMEM173	2.7767965	0.2871345	4.7682425	0.2919865	0.578855	136.7217545	12.7988845	20.0499	19.0687	9.08823	11.1318	11.1791
NNAT	71.683107	525.8639705	286.7690665	95.2939625	10.794556	4.140275	16.918307	130.13	129.57	75.4135	65.357	151.403
ZBED4	2.4721865	2.06271	3.198579	2.539795	0.888098	1.3515175	2.2244935	10.3241	7.29448	4.75112	5.54196	8.77552
SHISA3	0.1	0.1328465	0.1	0.1	0.1	0.177094	0.1	11.7911	36.3048	2.08359	22.1448	4.69337
RRP1B	3.293688	3.575918	2.77599	2.138577	0.806064	4.7286695	2.7891575	11.7636	9.88862	4.37629	6.06686	10.5452
UNC5A	0.1	14.024205	3.9258445	0.6603915	0.568622	0.7995145	0.111079	4.9455	4.55961	1.92239	2.97064	2.86568
HAUS6	2.44217	1.930875	2.399109	1.421856	0.651507	0.316303	2.5695355	11.1019	6.57889	4.30693	5.22594	8.95379
KIF18B	1.343871	0.3851335	3.6044405	0.402784	0.1	0.347511	0.963093	24.8805	17.3513	10.054	13.811	21.941
CDK2	13.463825	1.681045	14.04054	6.646258	0.639579	10.1667645	22.6168255	36.1391	28.3346	15.5116	18.2038	32.6977
AHCY	3.142663	4.130699	8.1871715	5.776273	7.354165	4.118216	6.548635	48.7521	33.8495	17.3636	24.03	33.8748
TMPO	16.9684765	16.9105485	42.312155	12.3325365	4.105701	8.8214005	31.449327	115.157	74.2259	41.0163	53.8308	89.8592
CENPA	3.488766	2.3983545	11.088563	2.0757395	0.9038295	9.4124775	13.7486475	83.43	57.0756	26.3326	39.812	65.5537
TRIM59	5.4039685	3.18327	5.358626	19.688572	21.886014	0.319748	2.118629	34.4144	16.6546	10.5154	13.5446	20.0001
MEIS2	22.1416545	23.6978875	10.990634	2.343676	0.4412355	0.2213235	0.197202	17.8072	9.71648	4.32099	8.19011	8.42609
CKAP2L	3.113478	0.859525	7.4150945	0.739595	0.1	0.440314	1.621437	64.1931	36.7658	22.8123	30.3468	47.2981
KBTBD8	3.586173	0.5679205	3.533344	1.1986965	0.152479	0.13008	0.1551045	3.35191	1.5181	1.07501	1.31528	2.13957
RIMS4	0.1	7.5228605	2.9563615	0.8046325	1.556398	2.356278	0.112589	6.79003	6.87093	3.33868	4.06956	7.56052
LMNB2	4.6935545	8.792961	7.5354215	5.5058075	2.232778	3.23428	4.7136305	22.3994	17.2709	8.28168	12.4587	18.8745
GOLGA7B	0.287049	19.401909	3.2014825	0.760002	4.3347125	5.80764	0.201851	9.6312	8.72124	2.02352	3.92907	11.3311
ARC	10.418395	16.231785	4.157717	8.4373855	14.3806045	6.9015005	0.9115715	9.14277	8.63118	3.06127	6.65574	6.55254
CDC25C	1.1033795	0.375216	3.435605	0.438705	0.1	0.1582635	1.0605075	21.7927	13.4915	6.43007	10.8933	16.6718
RTEL1	8.108984	3.811676	5.521703	3.9648705	1.6994465	1.537611	2.513983	13.6088	10.0983	5.52564	7.87858	12.4143
SRD5A1	3.425316	5.472254	6.410549	25.3792035	48.7382735	1.5800745	1.7824855	11.0817	8.55744	5.04047	5.86605	10.8607
KCNN4	0.1063245	0.1	0.182242	0.1	0.1	1.580079	0.1125825	7.7035	5.82078	2.15554	4.25399	6.25458
GEMIN6	0.9410425	0.8729475	1.6078385	0.599254	0.8158645	0.525751	0.9381395	17.9719	12.2746	6.35128	8.57679	14.4591
GPATCH4	2.3124505	2.8125225	1.7694805	1.3685145	1.7814335	0.696264	1.5667055	33.6429	26.6443	14.3306	17.1087	26.9946
TONSL	1.912674	2.0873885	2.620784	0.6926075	0.2972755	0.7777825	0.6576685	5.52323	3.99983	2.52519	3.18818	5.34998
FEN1	2.241641	3.600342	8.466415	4.2365065	2.609577	7.590909	6.183521	38.7369	29.0645	14.9004	22.4639	34.2143
ADAM12	0.93961	0.705431	16.7682055	5.9361505	1.965526	0.1	0.435995	64.6663	58.8009	31.8268	37.2511	57.593
TEAD2	11.954241	1.4054955	0.738353	0.1	0.1027635	0.259928	25.407476	70.5561	55.4416	26.9575	34.176	54.3697
DCP2	4.476199	6.0364365	3.938488	2.346992	0.488763	1.8033065	3.429497	10.9667	7.81103	4.9858	5.64521	9.58842
FUS	53.5899335	67.5747145	59.744809	40.5578945	13.1075	30.9824625	53.4696655	193.612	141.265	78.2774	102.607	167.758
SEZ6	2.9194395	34.051618	30.8786875	4.989253	1.004587	0.9430095	0.1999415	24.3901	19.0155	6.24804	13.556	24.7755
HMGB3	21.582107	35.7843	21.6348315	7.7450935	2.4193005	0.5446725	13.9670745	58.6424	37.8619	21.8808	26.7323	45.0377
SYNE2	2.274283	0.8371535	2.966988	1.1649255	0.1	0.1	1.9979435	1.82179	2.51056	1.39589	1.38848	2.57168
SMC2	4.9687525	1.246087	5.495406	1.9109695	0.4403275	0.2706545	4.2068895	41.4094	26.697	14.5573	19.2944	34.0138
ZIK1	1.8480325	2.2062015	3.1612855	1.343131	0.38871	0.132221	0.4539355	5.34284	3.08864	1.95743	2.62529	4.10358
MAD2L1	3.141982	3.1959805	6.36931	1.589596	0.874488	0.7712025	8.0969415	46.2903	28.441	15.0359	21.8763	33.7765
SHCBP1	1.848489	0.3697625	3.0362005	0.2897055	0.1	0.1791225	2.051136	33.8602	21.7862	12.1423	15.4493	25.2879
TRAIP	1.071285	0.884784	1.066662	0.45725	0.13892	0.3555365	0.7460905	6.85628	5.59418	3.1853	4.00072	7.7618
DDX51	3.1066935	3.1558595	3.2968	3.6707525	1.3026055	2.4588875	1.949528	6.10375	5.22562	2.82152	3.5207	5.36823
RRP15	4.613749	3.963433	6.121203	3.73095	0.47557	2.295533	5.9659085	41.3088	32.248	13.7159	22.8843	35.5745
NOP58	15.2209625	12.105036	14.9882705	8.288672	1.389449	3.270252	15.0919625	98.5587	72.8643	37.4764	52.813	78.9565
TAF4B	3.606087	0.5237675	0.766098	0.938356	0.1484435	0.6238725	3.8228105	3.27222	2.10249	1.11698	1.7885	2.01124
PRR11	1.8102185	0.6371655	3.175696	1.237113	0.477742	0.241363	1.137478	24.2234	13.3132	8.15592	10.9221	16.5282
DHFR	0.960641	0.4858945	2.4890885	1.493256	1.095735	0.2350545	1.645258	16.2635	10.6732	6.30223	8.7602	13.9992
PPIH	0.4324985	0.4233415	0.229216	0.2245955	0.1	0.1	0.128737	3.84816	2.9867	1.34719	1.97994	2.80575
EXOSC8	6.432504	6.6477685	11.440864	6.0500635	3.15525	8.509297	11.0473635	62.752	39.822	19.5339	29.4203	42.7327
GABPB2	6.332247	1.7077315	3.282342	1.9121405	0.663922	1.105917	2.926749	5.55114	4.04148	2.63538	3.11202	4.87937
FANCI	1.1343985	0.6920055	1.649617	0.264289	0.1	0.1824795	0.6294705	12.9054	8.78077	5.07484	7.3447	12.6722
HYLS1	1.4076365	2.7715115	1.553659	0.5820105	0.2649145	0.2444985	0.7434865	14.7551	8.45663	4.60829	6.87796	9.19108
TET1	5.6502035	3.717678	2.6676505	2.2774735	0.665606	0.138556	0.577108	2.90461	2.15198	1.48837	1.26301	2.03441
LRRC7	0.611294	3.658686	2.619383	0.6230875	0.1921545	0.177328	0.1	1.21912	1.31761	0.518104	0.815674	1.25879
LFNG	53.542256	2.877027	4.531522	0.8795015	1.2282875	151.607501	7.353499	72.5689	69.8818	25.0724	54.6974	77.1699
ELOVL6	22.2355205	7.2669245	16.97569	48.8711625	21.262106	0.255868	1.718627	49.5752	32.2547	21.3843	23.625	35.756
ECT2	2.495665	0.6391655	5.6659245	0.6845555	0.1075415	0.10925	2.4630555	31.4643	18.8835	11.3082	15.1862	24.0782
USP1	6.543549	3.6403175	9.284159	4.2599705	1.96545	0.728332	9.202241	47.6107	31.3791	17.2818	23.3824	38.3421
CHD7	8.6312355	5.552793	8.8327315	5.9784265	1.302422	3.338496	2.4697715	10.1605	7.89415	4.64992	4.95924	7.87795
CENPH	1.7565185	0.780975	2.996504	0.544105	0.124972	0.157662	1.413216	23.2729	15.4522	8.05696	11.6695	18.0039
NCAPD3	8.3047565	2.773297	5.103684	3.99919	1.65128	1.3101705	4.2013365	14.7771	9.31332	6.16604	7.61443	12.371
MIIP	8.387009	3.0290225	4.753982	2.332425	1.2595775	6.4437185	5.0500675	18.5233	11.6299	6.11015	9.85364	13.9985
LBR	16.321119	5.561414	18.1787155	11.1937945	6.83829	7.8522045	19.0834945	22.0926	15.1919	7.83877	11.4126	17.8626
ABHD15	0.7549055	0.117272	0.516857	0.147218	0.190866	13.56882	0.5569145	1.46171	1.6132	0.866904	1.03976	1.70514
MFNG	0.6986795	18.1707115	4.259242	0.875784	1.9856425	94.425447	87.3677125	1.61142	1.12962	0.388371	0.704299	0.751121
RPF1	7.6465015	7.9187765	6.301145	3.1451895	1.695509	3.1584535	14.4878305	47.2522	28.4127	15.1354	23.9698	31.6238
ANLN	2.00886	0.321485	2.1278745	13.2771095	27.7993165	0.1784255	3.2208305	26.3711	17.257	9.58864	13.0765	19.6657
HIST1H4D	0.1	0.1	0.1	0.1	0.1	0.1	0.1	1.88115	1.16938	0.879424	1.12453	2.06067
RRM1	10.4212085	5.7199695	21.943037	6.5650185	3.1863545	3.8295465	11.1825675	117.537	77.0689	44.2274	62.3771	100.188
CDON	2.25909	7.3441215	2.461072	1.620233	1.5212365	0.209954	0.5446575	4.79149	4.40801	2.31006	2.96061	2.48628
GDF10	1.854725	1.560412	0.481994	0.1	0.260782	0.1	0.1	0.0319842	1.27296	0.564872	0.171713	0.235945
NUP85	10.249508	11.8752155	17.920728	10.664146	4.7963775	6.412946	12.8744955	55.8886	44.9021	24.1957	32.1487	51.3812
TLE6	0.1	0.8496565	1.9924185	3.728997	2.6377215	0.1	0.1	26.9961	25.1264	9.58894	13.6392	27.0896
LSM2	6.7951145	9.6922445	18.6335495	9.6805565	6.436734	11.35004	15.058426	71.1651	57.0927	25.8464	40.7464	67.0979
COL28A1	0.1	0.1	0.1	0.1	0.1	0.1	0.927853	2.01447	6.67097	3.84304	0.747029	0.985573
CREB5	7.681889	1.1863785	4.714575	4.0726205	2.5135065	0.557011	0.7711705	3.10383	2.15718	1.10075	1.62373	2.50588
ATM	3.784112	1.94728	3.2682835	2.3312045	0.438548	0.240083	1.347718	6.59499	5.00424	3.34984	3.49574	6.36218
RAD51	1.641504	0.9141145	3.326045	0.447983	0.145131	0.3745835	1.5416525	22.4709	15.961	8.07288	11.6354	19.4573
WDR55	2.573095	3.629891	4.3561475	4.503261	5.927438	3.123516	3.7345145	28.9679	22.1506	11.8091	16.7671	25.7267
PCNT	2.738522	1.654289	2.147824	1.857704	0.451069	1.015231	1.602723	5.41706	5.13388	2.83663	3.33964	4.90668
SASS6	1.154142	0.7309065	1.1802795	0.7488525	0.667342	0.2470345	1.2635245	5.14974	3.15546	1.82282	2.45113	3.64463
CCNB2	2.4739225	1.175899	7.3155795	0.6187295	0.1	0.992553	6.9295075	69.6023	48.3309	23.1203	34.0688	53.2761
PIPOX	5.997065	0.723372	0.18413	0.1285185	0.1022905	0.1	0.1	20.8871	14.1952	5.58641	9.4934	17.8102
NUF2	3.071643	0.528097	7.266544	0.509511	0.1	0.3711335	3.0937975	51.2133	33.3321	18.3574	25.8625	39.9327
NUP107	4.0973465	4.1918275	4.5112245	2.562423	0.8888755	1.1453465	3.16615	30.5307	21.6053	11.9415	16.1568	24.5717
SYT7	1.738224	29.369621	4.121156	0.838841	1.3814555	1.062553	1.1092445	8.14032	7.01668	3.39303	4.18479	8.09688
PRDM10	1.900217	2.503181	0.915642	1.046385	0.390552	0.26532	1.188227	2.6225	1.79178	1.14869	1.42046	1.96687
NOLC1	9.8908495	6.1485585	11.4014705	12.1709005	4.034373	14.59197	7.356154	58.0328	42.2166	23.4817	32.1795	48.2133
ICAM2	0.6923505	0.4326815	0.158905	0.1	0.1	1.3620095	216.739848	0.0796027	1.47826	0.39799	0.464432	0.11618
CENPL	3.4489235	1.5571465	2.9459405	1.0231995	0.4218205	0.641238	5.5688145	12.748	7.04687	4.24373	5.22158	8.2968
GAR1	5.459397	7.108606	8.1556715	4.755093	2.708529	4.3541925	7.4441975	31.5481	25.5011	11.2928	16.354	26.9274
ARHGAP19	1.695688	0.7067045	3.13785	0.898474	0.3036525	11.9162425	1.3384535	21.3711	12.7257	8.13294	10.3662	17.1127
INTS7	6.666037	4.9802595	5.677806	6.1220715	6.3421805	5.235963	3.872617	25.4902	20.422	11.6571	15.8407	23.6879
PRC1	4.517886	0.8569915	8.6344685	0.831551	0.1	0.305615	4.1096165	87.1548	56.5104	32.5015	45.9168	73.7178
RAD18	1.4175845	1.280611	1.859601	0.3630395	0.2371015	0.2817965	2.1526165	12.4683	7.84325	4.82225	5.84974	9.89004
TRMT61A	3.444391	2.8099475	3.948938	3.512342	2.0421085	4.706674	1.960547	14.1516	12.0206	6.48844	9.685	14.7722
HMGN2	24.8603835	51.003531	54.4644015	50.301314	34.697959	20.8459055	51.2541685	219.528	142.7	74.142	101.684	150.427
ALMS1	4.881348	1.5459245	2.35594	0.6776755	0.1	0.1110375	0.94332	2.84789	2.18284	1.55928	1.68823	2.90082
NUP37	3.0057845	1.5567425	3.0995075	0.953373	0.3284315	0.7743005	5.5110575	15.0213	9.39378	5.3442	6.80695	12.9198
NUSAP1	2.5628355	0.7913905	3.6722205	0.3843865	0.1	0.310432	3.552928	55.997	34.5331	19.3695	25.2908	39.2251
BRIP1	0.3989575	0.1	0.405416	0.1	0.1	0.1	0.4102205	3.56233	2.02717	1.28058	1.69355	2.57199
RAD51C	0.4134065	0.6193615	1.400723	0.44947	0.1205005	0.3838675	1.021668	5.78923	4.00966	2.39345	2.51375	4.81455
NKAIN1	5.1206585	30.1961725	18.5366965	87.7509035	160.54196	0.957111	0.2331885	95.7135	83.116	35.512	66.5839	89.1788
ZCCHC12	1.4282185	64.496944	9.300813	5.615053	0.639833	0.146815	0.441364	8.00876	9.09263	2.98097	5.93237	9.2488
ZWILCH	3.858615	1.0615985	4.7090225	1.320305	0.335029	0.244168	1.5755565	24.7826	15.9425	9.27889	12.999	18.8893
DUT	3.162848	8.3946425	10.1270325	4.2884445	2.2627275	1.2493245	5.681877	40.0979	32.9204	15.256	23.4334	39.6401
KIF18A	4.1782695	0.7206435	1.7999	0.2402515	0.1	0.1	2.066045	20.7238	10.6603	6.18044	9.44981	14.9575
SMTN	2.6375995	0.8088395	2.7338915	2.2193865	1.103927	1.519183	45.3781615	16.9906	13.0054	7.03901	9.85349	13.7733
RPA2	4.777319	3.916221	11.3351535	4.004082	2.983014	5.170563	7.260287	45.3591	33.2908	16.6032	25.6305	40.9197
ITGA4	0.1809205	0.1519625	0.26744	0.1273945	0.1110335	0.133988	19.225693	10.6555	8.41098	5.51134	4.38264	11.9816
